"Step","test-model_082337 - Train RMSE (meters)","test-model_082337 - Train RMSE (meters)__MIN","test-model_082337 - Train RMSE (meters)__MAX","test-model_080952 - Train RMSE (meters)","test-model_080952 - Train RMSE (meters)__MIN","test-model_080952 - Train RMSE (meters)__MAX","test-model_060949 - Train RMSE (meters)","test-model_060949 - Train RMSE (meters)__MIN","test-model_060949 - Train RMSE (meters)__MAX","test-model_051324 - Train RMSE (meters)","test-model_051324 - Train RMSE (meters)__MIN","test-model_051324 - Train RMSE (meters)__MAX"
"13795","1746.114163204747","1746.114163204747","1746.114163204747","","","","","","","","",""
"13797","2536.1781242943907","2536.1781242943907","2536.1781242943907","1797.7830416889888","1797.7830416889888","1797.7830416889888","1722.1402738467964","1722.1402738467964","1722.1402738467964","1468.7415082158473","1468.7415082158473","1468.7415082158473"
"13799","3288.9378268065184","3288.9378268065184","3288.9378268065184","1951.3306958815854","1951.3306958815854","1951.3306958815854","2202.9149652018386","2202.9149652018386","2202.9149652018386","1849.8085422292443","1849.8085422292443","1849.8085422292443"
"13801","3311.842605747704","3311.842605747704","3311.842605747704","","","","","","","","",""
"13803","2137.1779602179236","2137.1779602179236","2137.1779602179236","1083.9438216038213","1083.9438216038213","1083.9438216038213","1718.0465212258655","1718.0465212258655","1718.0465212258655","1132.3335473653867","1132.3335473653867","1132.3335473653867"
"13805","2614.427506158741","2614.427506158741","2614.427506158741","","","","","","","","",""
"13807","3150.9417000458543","3150.9417000458543","3150.9417000458543","","","","","","","","",""
"13809","2756.2260157434744","2756.2260157434744","2756.2260157434744","1292.281178327267","1292.281178327267","1292.281178327267","1347.686518453605","1347.686518453605","1347.686518453605","933.1143636793547","933.1143636793547","933.1143636793547"
"13811","2593.8330028075934","2593.8330028075934","2593.8330028075934","1746.5532837448993","1746.5532837448993","1746.5532837448993","1562.2460039641364","1562.2460039641364","1562.2460039641364","885.7454596378067","885.7454596378067","885.7454596378067"
"13813","3896.8820775265267","3896.8820775265267","3896.8820775265267","1898.2488985921316","1898.2488985921316","1898.2488985921316","2406.6622616229156","2406.6622616229156","2406.6622616229156","738.2417875168028","738.2417875168028","738.2417875168028"
"13815","3224.7234996653433","3224.7234996653433","3224.7234996653433","1681.7384219558592","1681.7384219558592","1681.7384219558592","2566.9835397934144","2566.9835397934144","2566.9835397934144","1248.7663947042047","1248.7663947042047","1248.7663947042047"
"13817","2262.4885290076377","2262.4885290076377","2262.4885290076377","1396.567202159164","1396.567202159164","1396.567202159164","1540.2597476070007","1540.2597476070007","1540.2597476070007","567.8276199533188","567.8276199533188","567.8276199533188"
"13819","3792.022256980033","3792.022256980033","3792.022256980033","","","","","","","","",""
"13821","3060.6077732242484","3060.6077732242484","3060.6077732242484","1580.3771732102362","1580.3771732102362","1580.3771732102362","1680.2454177096977","1680.2454177096977","1680.2454177096977","1303.428019139543","1303.428019139543","1303.428019139543"
"13823","3935.124679902282","3935.124679902282","3935.124679902282","1332.0720448217994","1332.0720448217994","1332.0720448217994","2203.1687806561295","2203.1687806561295","2203.1687806561295","1408.6891584196617","1408.6891584196617","1408.6891584196617"
"13825","3444.547581260833","3444.547581260833","3444.547581260833","2528.1377662364657","2528.1377662364657","2528.1377662364657","2855.7799778940835","2855.7799778940835","2855.7799778940835","825.6090977662034","825.6090977662034","825.6090977662034"
"13827","3432.397306299414","3432.397306299414","3432.397306299414","2044.1048346181294","2044.1048346181294","2044.1048346181294","3306.5230184731877","3306.5230184731877","3306.5230184731877","1734.622791562946","1734.622791562946","1734.622791562946"
"13829","3020.719972763524","3020.719972763524","3020.719972763524","2092.4452160713195","2092.4452160713195","2092.4452160713195","2165.7345402800015","2165.7345402800015","2165.7345402800015","949.9474542290641","949.9474542290641","949.9474542290641"
"13831","2614.296412334396","2614.296412334396","2614.296412334396","2265.9341009343634","2265.9341009343634","2265.9341009343634","2904.9560629973953","2904.9560629973953","2904.9560629973953","1483.1502780938351","1483.1502780938351","1483.1502780938351"
"13833","1778.4398230961635","1778.4398230961635","1778.4398230961635","","","","","","","","",""
"13835","4179.275706318078","4179.275706318078","4179.275706318078","2113.277392992036","2113.277392992036","2113.277392992036","1873.8099136087849","1873.8099136087849","1873.8099136087849","1984.0750354918205","1984.0750354918205","1984.0750354918205"
"13837","1935.7988518796728","1935.7988518796728","1935.7988518796728","3013.0040583999426","3013.0040583999426","3013.0040583999426","3126.9234459902336","3126.9234459902336","3126.9234459902336","2220.5922745790326","2220.5922745790326","2220.5922745790326"
"13839","1873.791225532063","1873.791225532063","1873.791225532063","901.6896040090655","901.6896040090655","901.6896040090655","1874.0736143104793","1874.0736143104793","1874.0736143104793","579.2065086285465","579.2065086285465","579.2065086285465"
"13841","2176.9801146543546","2176.9801146543546","2176.9801146543546","2126.2981467707946","2126.2981467707946","2126.2981467707946","901.0895686931514","901.0895686931514","901.0895686931514","1422.9505998001166","1422.9505998001166","1422.9505998001166"
"13843","3655.9273993172196","3655.9273993172196","3655.9273993172196","","","","","","","","",""
"13845","3151.7395187313186","3151.7395187313186","3151.7395187313186","","","","","","","","",""
"13847","3129.5705987710735","3129.5705987710735","3129.5705987710735","2108.2991046131106","2108.2991046131106","2108.2991046131106","1690.2295572076894","1690.2295572076894","1690.2295572076894","2957.963043307332","2957.963043307332","2957.963043307332"
"13849","2372.4057465704536","2372.4057465704536","2372.4057465704536","2673.435714605149","2673.435714605149","2673.435714605149","2299.9790554803385","2299.9790554803385","2299.9790554803385","590.2050298190909","590.2050298190909","590.2050298190909"
"13851","2310.2086416991883","2310.2086416991883","2310.2086416991883","1809.98034703007","1809.98034703007","1809.98034703007","2569.395806235974","2569.395806235974","2569.395806235974","1233.7262313808415","1233.7262313808415","1233.7262313808415"
"13853","1689.3300799947172","1689.3300799947172","1689.3300799947172","","","","","","","","",""
"13855","1728.210907278753","1728.210907278753","1728.210907278753","2095.542784260461","2095.542784260461","2095.542784260461","1511.5067779415544","1511.5067779415544","1511.5067779415544","1283.353314835049","1283.353314835049","1283.353314835049"
"13857","3974.668985055718","3974.668985055718","3974.668985055718","2816.742769789513","2816.742769789513","2816.742769789513","3370.4475411148405","3370.4475411148405","3370.4475411148405","1580.7050279432306","1580.7050279432306","1580.7050279432306"
"13859","3554.1049773410577","3554.1049773410577","3554.1049773410577","1697.0964310118234","1697.0964310118234","1697.0964310118234","2331.861064841645","2331.861064841645","2331.861064841645","816.9079133628948","816.9079133628948","816.9079133628948"
"13861","2734.009309565859","2734.009309565859","2734.009309565859","1392.9693627476481","1392.9693627476481","1392.9693627476481","2851.995147909609","2851.995147909609","2851.995147909609","686.2547377104064","686.2547377104064","686.2547377104064"
"13863","2693.2474877988366","2693.2474877988366","2693.2474877988366","1811.4119749917365","1811.4119749917365","1811.4119749917365","3047.7346528037438","3047.7346528037438","3047.7346528037438","1480.0600655350734","1480.0600655350734","1480.0600655350734"
"13865","2948.1768504506776","2948.1768504506776","2948.1768504506776","1642.7532084590005","1642.7532084590005","1642.7532084590005","1879.6593669520566","1879.6593669520566","1879.6593669520566","851.4280694317332","851.4280694317332","851.4280694317332"
"13867","1676.2778140007042","1676.2778140007042","1676.2778140007042","1858.2681318535492","1858.2681318535492","1858.2681318535492","1869.164764662971","1869.164764662971","1869.164764662971","1888.153214033923","1888.153214033923","1888.153214033923"
"13869","3758.07508633734","3758.07508633734","3758.07508633734","1246.7922835770748","1246.7922835770748","1246.7922835770748","1378.3955965783896","1378.3955965783896","1378.3955965783896","2104.500418733223","2104.500418733223","2104.500418733223"
"13871","2642.576704003741","2642.576704003741","2642.576704003741","1266.0907930200501","1266.0907930200501","1266.0907930200501","1730.1954845863913","1730.1954845863913","1730.1954845863913","1517.9594903487787","1517.9594903487787","1517.9594903487787"
"13873","2276.9357076892657","2276.9357076892657","2276.9357076892657","1605.7301584608406","1605.7301584608406","1605.7301584608406","1800.2030402149385","1800.2030402149385","1800.2030402149385","1962.8558938668848","1962.8558938668848","1962.8558938668848"
"13875","3397.880596263355","3397.880596263355","3397.880596263355","1952.656498985522","1952.656498985522","1952.656498985522","2312.508663599436","2312.508663599436","2312.508663599436","741.9723274121578","741.9723274121578","741.9723274121578"
"13877","3661.966143032298","3661.966143032298","3661.966143032298","1465.3439621406271","1465.3439621406271","1465.3439621406271","2707.762092477745","2707.762092477745","2707.762092477745","1984.4097825253482","1984.4097825253482","1984.4097825253482"
"13879","2918.5538771288107","2918.5538771288107","2918.5538771288107","","","","","","","","",""
"13881","2199.8204107839465","2199.8204107839465","2199.8204107839465","2086.2590491953997","2086.2590491953997","2086.2590491953997","3462.985778120934","3462.985778120934","3462.985778120934","2503.0360562051333","2503.0360562051333","2503.0360562051333"
"13883","2906.177283987317","2906.177283987317","2906.177283987317","907.7768453401669","907.7768453401669","907.7768453401669","2236.7925036838883","2236.7925036838883","2236.7925036838883","1521.7510082798665","1521.7510082798665","1521.7510082798665"
"13885","3014.305092722498","3014.305092722498","3014.305092722498","","","","","","","","",""
"13887","2499.5540429757407","2499.5540429757407","2499.5540429757407","1767.9610285503966","1767.9610285503966","1767.9610285503966","1823.047576472587","1823.047576472587","1823.047576472587","680.5968326659233","680.5968326659233","680.5968326659233"
"13889","2192.1137281418332","2192.1137281418332","2192.1137281418332","1978.264569606228","1978.264569606228","1978.264569606228","2963.920605349362","2963.920605349362","2963.920605349362","2602.522887560767","2602.522887560767","2602.522887560767"
"13891","1316.6530304239845","1316.6530304239845","1316.6530304239845","1267.1261526796657","1267.1261526796657","1267.1261526796657","1875.6926767075001","1875.6926767075001","1875.6926767075001","1843.795800044292","1843.795800044292","1843.795800044292"
"13893","3054.3241162761747","3054.3241162761747","3054.3241162761747","907.3901896337181","907.3901896337181","907.3901896337181","1558.3516126425882","1558.3516126425882","1558.3516126425882","1482.5710829680982","1482.5710829680982","1482.5710829680982"
"13895","2147.0020006754153","2147.0020006754153","2147.0020006754153","3116.419934299861","3116.419934299861","3116.419934299861","3373.109221641529","3373.109221641529","3373.109221641529","1782.848093010196","1782.848093010196","1782.848093010196"
"13897","2144.269020432515","2144.269020432515","2144.269020432515","957.6563350791351","957.6563350791351","957.6563350791351","1724.3506474035257","1724.3506474035257","1724.3506474035257","1103.7108999673205","1103.7108999673205","1103.7108999673205"
"13899","2839.024033230742","2839.024033230742","2839.024033230742","1098.4589333159217","1098.4589333159217","1098.4589333159217","1703.7504430141978","1703.7504430141978","1703.7504430141978","1645.708835898848","1645.708835898848","1645.708835898848"
"13901","3094.556698481415","3094.556698481415","3094.556698481415","2279.7368661975083","2279.7368661975083","2279.7368661975083","1299.4529540553153","1299.4529540553153","1299.4529540553153","2803.2594780363243","2803.2594780363243","2803.2594780363243"
"13903","2304.863761368629","2304.863761368629","2304.863761368629","","","","","","","","",""
"13905","3307.3234055966095","3307.3234055966095","3307.3234055966095","2591.9415419908696","2591.9415419908696","2591.9415419908696","1241.9250183970853","1241.9250183970853","1241.9250183970853","2581.7205902981445","2581.7205902981445","2581.7205902981445"
"13907","4190.977126140336","4190.977126140336","4190.977126140336","939.9927794053607","939.9927794053607","939.9927794053607","2454.3543972649527","2454.3543972649527","2454.3543972649527","1507.5442663576446","1507.5442663576446","1507.5442663576446"
